latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
10.43638,-85.31264,344.71,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,297.64,4.43,D,0
10.43693,-85.30908,348.51,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,298.3,4.43,D,0
10.43523,-85.29791,343.96,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,297.35,5.36,D,0
10.43578,-85.29439,340.15,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,296.25,5.36,D,0
10.41743,-85.30251,342.78,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,298.4,5.64,D,0
10.41409,-85.30199,330.85,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,296.01,5.64,D,0
9.13347,-83.4777,347.09,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,304.59,4.25,D,0
9.14281,-83.23378,342.7,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,300.6,6.78,D,0
9.13684,-83.25085,335.81,0.39,0.36,2022-03-05,1856,N,VIIRS,l,2,306.69,47.41,D,0
9.13351,-83.25031,339.19,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,302.19,4.82,D,0
9.08096,-83.48748,340.64,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,306.42,2.6,D,0
8.98445,-83.24859,332.02,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,300.78,3.21,D,0
8.98497,-83.24508,341.48,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,298.05,3.21,D,0
8.95902,-83.39619,336.2,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,301.38,3.33,D,0
9.00647,-83.03134,340.81,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,290.82,6.52,D,0
8.66272,-83.48229,338.4,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,300.02,6.54,D,0
9.70149,-85.03405,330.71,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,300.47,3.71,D,0
9.5464,-84.32307,336.15,0.38,0.36,2022-03-05,1856,N,VIIRS,n,2,289.19,5.72,D,0
9.22603,-83.19318,336.96,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,299.15,4.73,D,0
9.1923,-83.2132,333.2,0.39,0.36,2022-03-05,1856,N,VIIRS,l,2,306.06,2.8,D,0
9.9822,-85.18517,340.63,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,304.21,4.93,D,0
10.43468,-85.30147,355.54,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,299.28,5.23,D,0
10.43414,-85.30502,352.63,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,298.82,5.23,D,0
10.43359,-85.30858,345.46,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,297.43,4.43,D,0
10.43802,-85.30199,336.51,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,297.31,5.23,D,0
10.43748,-85.30554,343.1,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,297.28,5.23,D,0
10.22327,-85.15822,333.73,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,302.42,6.94,D,0
10.22273,-85.16177,343.09,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,304.68,6.94,D,0
10.51427,-85.77708,348.08,0.4,0.37,2022-03-05,1856,N,VIIRS,n,2,302.31,7.89,D,0
10.22606,-85.16229,344.75,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,313.87,15.98,D,0
10.23048,-85.15575,339.48,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,307.94,6.07,D,0
10.22994,-85.15929,351.26,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,307.89,15.98,D,0
10.26234,-85.05945,333.09,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,302.7,3.01,D,0
10.26567,-85.05996,342.35,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,304.5,3.01,D,0
10.25001,-85.18412,355.94,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,310.17,22.77,D,0
10.24946,-85.18766,345.58,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,304.6,22.77,D,0
10.52147,-85.78201,348.48,0.4,0.37,2022-03-05,1856,N,VIIRS,l,2,305.59,30.27,D,0
10.51811,-85.78146,332.95,0.4,0.37,2022-03-05,1856,N,VIIRS,l,2,300.36,8.68,D,0
10.51927,-85.77409,352.06,0.4,0.37,2022-03-05,1856,N,VIIRS,l,2,302.16,8.99,D,0
10.51533,-85.7772,349.54,0.4,0.37,2022-03-05,1856,N,VIIRS,l,2,302.14,8.68,D,0
10.51592,-85.7735,349.98,0.4,0.37,2022-03-05,1856,N,VIIRS,l,2,301.51,8.99,D,0
10.2266,-85.15876,339.34,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,308.7,15.98,D,0
10.51484,-85.77338,330.73,0.4,0.37,2022-03-05,1856,N,VIIRS,n,2,298.88,1.55,D,0
10.50473,-85.74955,344.41,0.4,0.37,2022-03-05,1856,N,VIIRS,n,2,298.35,4.19,D,0
10.2799,-85.01156,347.55,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,299.77,6.8,D,0
10.25334,-85.18467,355.76,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,308.01,22.77,D,0
10.25776,-85.17813,334.3,0.39,0.36,2022-03-05,1856,N,VIIRS,l,2,305.81,16.17,D,0
10.25667,-85.1852,350.18,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,303.83,17.93,D,0
10.26163,-85.17513,331.86,0.39,0.36,2022-03-05,1856,N,VIIRS,l,2,302.76,5.23,D,0
10.39368,-85.41175,355.44,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,300.21,7.83,D,0
10.39313,-85.4153,335.29,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,300.62,7.83,D,0
10.44694,-85.31069,338.91,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,296.06,5.08,D,0
10.44305,-85.31371,349.68,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,298.14,10.76,D,0
10.44026,-85.30962,348.24,0.39,0.36,2022-03-05,1856,N,VIIRS,n,2,298.21,10.76,D,0
10.43972,-85.31317,367,0.39,0.36,2022-03-05,1856,N,VIIRS,h,2,302.5,10.76,D,0
10.39252,-85.40813,314.83,0.55,0.43,2022-03-06,0731,N,VIIRS,n,2,293.8,3.98,N,0
10.39125,-85.42385,307.73,0.55,0.43,2022-03-06,0731,N,VIIRS,n,2,293.99,1.62,N,0
10.3969,-85.41006,321.76,0.55,0.43,2022-03-06,0731,N,VIIRS,n,2,293.44,2.51,N,0
10.39776,-85.4152,319.8,0.55,0.43,2022-03-06,0731,N,VIIRS,n,2,294.04,2.42,N,0
10.3947,-85.4209,311.96,0.55,0.43,2022-03-06,0731,N,VIIRS,n,2,293.63,2.42,N,0
10.39299,-85.41077,318.6,0.55,0.43,2022-03-06,0731,N,VIIRS,n,2,294.04,2.51,N,0
10.39077,-85.42149,306.46,0.55,0.43,2022-03-06,0731,N,VIIRS,n,2,293.88,1.19,N,0
10.38908,-85.41142,307.95,0.55,0.43,2022-03-06,0731,N,VIIRS,n,2,293.36,1.11,N,0
10.26398,-85.20245,344.23,0.57,0.43,2022-03-06,0731,N,VIIRS,n,2,295.94,10.91,N,0
10.26488,-85.2076,313.18,0.57,0.43,2022-03-06,0731,N,VIIRS,n,2,293.73,2.19,N,0
10.2292,-85.2736,306.08,0.56,0.43,2022-03-06,0731,N,VIIRS,n,2,294.13,0.93,N,0
10.22833,-85.26849,306.15,0.56,0.43,2022-03-06,0731,N,VIIRS,n,2,294.64,1.45,N,0
10.15125,-84.86632,303.08,0.4,0.44,2022-03-06,0731,N,VIIRS,n,2,291.74,0.19,N,0
10.24522,-85.43892,304.64,0.55,0.43,2022-03-06,0731,N,VIIRS,n,2,293.67,1.45,N,0
10.24214,-85.44447,309.57,0.55,0.43,2022-03-06,0731,N,VIIRS,n,2,293.87,1.45,N,0
10.24046,-85.43464,319.09,0.55,0.43,2022-03-06,0731,N,VIIRS,n,2,294.11,1.76,N,0
10.23959,-85.42951,304.88,0.55,0.43,2022-03-06,0731,N,VIIRS,n,2,293.93,1.76,N,0
10.26532,-85.60367,313.97,0.54,0.42,2022-03-06,0731,N,VIIRS,n,2,293.9,2.08,N,0
10.2696,-85.69854,310.24,0.53,0.42,2022-03-06,0731,N,VIIRS,n,2,293.69,1.64,N,0
10.22079,-85.53068,319.19,0.55,0.42,2022-03-06,0731,N,VIIRS,n,2,293.89,2.87,N,0
10.49721,-85.17866,319,0.57,0.43,2022-03-06,0731,N,VIIRS,n,2,294.33,2.85,N,0
10.48838,-85.17488,307.35,0.57,0.43,2022-03-06,0731,N,VIIRS,n,2,293.42,1.8,N,0
10.48442,-85.17556,305.94,0.57,0.43,2022-03-06,0731,N,VIIRS,n,2,293.3,1.7,N,0
10.51666,-85.6655,319.16,0.53,0.42,2022-03-06,0731,N,VIIRS,n,2,293.37,2.29,N,0
10.44926,-85.31561,314.75,0.56,0.43,2022-03-06,0731,N,VIIRS,n,2,294.07,2.15,N,0
10.44838,-85.31046,311.26,0.56,0.43,2022-03-06,0731,N,VIIRS,n,2,293.96,2.28,N,0
10.44619,-85.32138,312.8,0.56,0.43,2022-03-06,0731,N,VIIRS,n,2,294.03,2.15,N,0
10.44532,-85.31625,318.62,0.56,0.43,2022-03-06,0731,N,VIIRS,n,2,294.32,2.15,N,0
10.44225,-85.322,318.83,0.56,0.43,2022-03-06,0731,N,VIIRS,n,2,294.25,1.93,N,0
10.44139,-85.31696,305.78,0.56,0.43,2022-03-06,0731,N,VIIRS,n,2,293.79,1.93,N,0
10.51551,-85.77512,319.19,0.52,0.42,2022-03-06,0731,N,VIIRS,n,2,293.99,1.86,N,0
10.51474,-85.77061,309.05,0.52,0.42,2022-03-06,0731,N,VIIRS,n,2,293.16,1.86,N,0
10.43661,-85.31267,310.85,0.56,0.43,2022-03-06,0731,N,VIIRS,n,2,293.93,1.71,N,0
10.43573,-85.30756,306.08,0.56,0.43,2022-03-06,0731,N,VIIRS,n,2,293.73,1.71,N,0
10.43486,-85.30247,306.55,0.56,0.43,2022-03-06,0731,N,VIIRS,n,2,293.79,1.88,N,0
10.43398,-85.29734,315.51,0.56,0.43,2022-03-06,0731,N,VIIRS,n,2,294.17,1.88,N,0
10.43263,-85.31312,346.41,0.56,0.43,2022-03-06,0731,N,VIIRS,n,2,296.56,4.43,N,0
10.43178,-85.30813,321.72,0.56,0.43,2022-03-06,0731,N,VIIRS,n,2,294.32,4.43,N,0
10.51094,-85.77135,308.9,0.52,0.42,2022-03-06,0731,N,VIIRS,n,2,292.67,1.51,N,0
10.4335,-85.31814,313.32,0.56,0.43,2022-03-06,0731,N,VIIRS,n,2,293.92,3.91,N,0
10.43091,-85.3031,310.77,0.56,0.43,2022-03-06,0731,N,VIIRS,n,2,293.59,1.91,N,0
10.42867,-85.31364,314.31,0.56,0.43,2022-03-06,0731,N,VIIRS,n,2,293.66,4.43,N,0
10.37097,-85.09788,306.27,0.38,0.43,2022-03-06,0731,N,VIIRS,n,2,294.15,0.86,N,0
10.36699,-85.09859,314.1,0.38,0.43,2022-03-06,0731,N,VIIRS,n,2,293.82,0.86,N,0
10.39733,-85.41254,332.13,0.55,0.43,2022-03-06,0731,N,VIIRS,n,2,294.39,4.12,N,0
10.39822,-85.41768,309.61,0.55,0.43,2022-03-06,0731,N,VIIRS,n,2,293.37,1.51,N,0
10.39519,-85.42335,306.21,0.55,0.43,2022-03-06,0731,N,VIIRS,n,2,293.68,1.62,N,0
10.51789,-85.66387,346.42,0.44,0.46,2022-03-06,1837,N,VIIRS,n,2,301.29,3.69,D,0
10.38697,-85.77256,337.76,0.45,0.47,2022-03-06,1837,N,VIIRS,n,2,300.53,3.62,D,0
10.45306,-85.31106,349.08,0.42,0.45,2022-03-06,1837,N,VIIRS,n,2,299.79,6.54,D,0
10.42863,-85.30313,332.09,0.42,0.45,2022-03-06,1837,N,VIIRS,n,2,297.81,2.56,D,0
10.39929,-85.42247,344.91,0.43,0.46,2022-03-06,1837,N,VIIRS,n,2,299.02,6.18,D,0
10.38865,-85.40891,332.26,0.43,0.46,2022-03-06,1837,N,VIIRS,n,2,298.72,5.37,D,0
10.4057,-85.22867,340.88,0.42,0.45,2022-03-06,1837,N,VIIRS,n,2,297.94,4.36,D,0
10.40634,-85.22485,345.39,0.42,0.45,2022-03-06,1837,N,VIIRS,n,2,298.62,4.36,D,0
10.23782,-85.43062,347.67,0.43,0.46,2022-03-06,1837,N,VIIRS,n,2,298.24,7.43,D,0
10.21602,-85.53297,331.63,0.44,0.46,2022-03-06,1837,N,VIIRS,n,2,298.42,4.26,D,0
10.21668,-85.52912,348.23,0.44,0.46,2022-03-06,1837,N,VIIRS,n,2,301.64,4.26,D,0
9.97528,-85.21362,348.59,0.42,0.46,2022-03-06,1837,N,VIIRS,n,2,300.36,5.11,D,0
9.97591,-85.20982,338.41,0.42,0.46,2022-03-06,1837,N,VIIRS,n,2,300.27,4.55,D,0
9.97171,-85.20924,330.23,0.42,0.46,2022-03-06,1837,N,VIIRS,l,2,300.67,2.95,D,0
10.4537,-85.30728,348.48,0.42,0.45,2022-03-06,1837,N,VIIRS,n,2,301.58,7.37,D,0
10.4482,-85.31433,339.49,0.42,0.45,2022-03-06,1837,N,VIIRS,n,2,300.04,6.54,D,0
10.44885,-85.3105,349.05,0.42,0.45,2022-03-06,1837,N,VIIRS,n,2,300.7,6.54,D,0
10.43077,-85.31564,341.53,0.42,0.45,2022-03-06,1837,N,VIIRS,n,2,299.04,5.43,D,0
10.4495,-85.30675,334.01,0.42,0.45,2022-03-06,1837,N,VIIRS,n,2,299.13,7.37,D,0
10.43498,-85.31615,342.83,0.42,0.45,2022-03-06,1837,N,VIIRS,n,2,299.2,5.43,D,0
8.54543,-83.00703,345.24,0.5,0.41,2022-03-06,1837,N,VIIRS,n,2,299.16,10.64,D,0
10.60266,-85.4481,340.22,0.43,0.46,2022-03-06,1837,N,VIIRS,n,2,298.77,2.06,D,0
10.56838,-85.61868,350.41,0.44,0.46,2022-03-06,1837,N,VIIRS,n,2,301.11,9.75,D,0
10.42655,-85.31515,337.86,0.42,0.45,2022-03-06,1837,N,VIIRS,n,2,298.51,2.53,D,0
10.42725,-85.3111,341.3,0.42,0.45,2022-03-06,1837,N,VIIRS,n,2,298.6,6.29,D,0
10.56934,-85.61922,348.79,0.44,0.46,2022-03-06,1837,N,VIIRS,n,2,301.54,10.49,D,0
10.59959,-85.61549,334.45,0.44,0.46,2022-03-06,1837,N,VIIRS,n,2,299.08,2.02,D,0
10.19862,-85.18107,305.94,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.98,0.8,N,0
10.26816,-85.68945,319.22,0.39,0.36,2022-03-07,0712,N,VIIRS,n,2,294.62,1.16,N,0
10.26762,-85.68595,304.54,0.39,0.36,2022-03-07,0712,N,VIIRS,n,2,294.27,1.16,N,0
10.23424,-85.47255,315.25,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.51,1.87,N,0
10.23147,-85.47656,304.89,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.02,1.12,N,0
10.23092,-85.47308,306.8,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,293.91,0.52,N,0
10.45013,-85.31644,310.08,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.58,1.87,N,0
10.21594,-85.5292,326.58,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.28,1.75,N,0
10.21648,-85.53269,312.77,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.34,1.75,N,0
9.98024,-85.21289,318.48,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,295.24,1.84,N,0
9.97969,-85.2094,308.14,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.19,1.84,N,0
9.97693,-85.21342,323.76,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,295.38,1.84,N,0
9.97638,-85.20993,337.18,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,296.04,1.84,N,0
9.97251,-85.20695,307.27,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,293.84,0.5,N,0
10.45068,-85.31995,313.72,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.91,1.59,N,0
10.43301,-85.31561,308.05,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.62,1.99,N,0
10.43192,-85.30861,308.83,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.76,1.88,N,0
10.43137,-85.30512,310.71,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.69,1.33,N,0
10.43082,-85.30163,314.55,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.71,1.33,N,0
10.4286,-85.30914,324.1,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,295.75,1.43,N,0
10.45124,-85.30193,318.53,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.15,2.02,N,0
10.45179,-85.30543,308.36,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.02,1.51,N,0
10.45289,-85.31242,308.77,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,293.5,1.23,N,0
10.45344,-85.31591,315.54,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.35,1.23,N,0
10.4551,-85.30489,316.04,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.47,1.51,N,0
10.54067,-85.57039,314.86,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.2,1.66,N,0
10.55062,-85.5688,309.22,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,293.7,0.89,N,0
10.57928,-85.62171,328.47,0.39,0.36,2022-03-07,0712,N,VIIRS,n,2,294.22,6.21,N,0
10.57982,-85.62521,354.24,0.39,0.36,2022-03-07,0712,N,VIIRS,n,2,296.66,6.21,N,0
10.59809,-85.61153,322.22,0.39,0.36,2022-03-07,0712,N,VIIRS,n,2,294.68,2.63,N,0
10.6991,-85.63161,307.25,0.39,0.36,2022-03-07,0712,N,VIIRS,n,2,293.1,0.97,N,0
10.70297,-85.63458,308.2,0.39,0.36,2022-03-07,0712,N,VIIRS,n,2,293.01,0.97,N,0
10.28988,-85.4386,310.87,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.99,1.18,N,0
10.38654,-85.40903,318.44,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.73,2.47,N,0
10.39645,-85.42896,317.76,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.71,1.34,N,0
10.39812,-85.41792,307.25,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.13,1.57,N,0
10.39867,-85.42142,308.1,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.26,1.49,N,0
10.39922,-85.42492,315.59,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.33,1.49,N,0
9.27378,-83.27277,308.7,0.42,0.38,2022-03-07,0712,N,VIIRS,n,2,289.9,0.72,N,0
10.39977,-85.42841,308.25,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.06,1.34,N,0
10.40253,-85.42439,329.81,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.81,2.9,N,0
10.42529,-85.30968,314.44,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.67,1.43,N,0
10.43356,-85.3191,319.32,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,295.55,1.99,N,0
10.28657,-85.43913,307.09,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,295.17,1.49,N,0
10.30731,-85.76589,308.37,0.39,0.36,2022-03-07,0712,N,VIIRS,n,2,295.02,1.16,N,0
10.30399,-85.76642,316.28,0.39,0.36,2022-03-07,0712,N,VIIRS,n,2,295.31,1.52,N,0
10.24311,-85.44249,305.27,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,293.8,0.87,N,0
10.42696,-85.29866,310.69,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.37,1.51,N,0
10.42915,-85.31264,309.58,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,295.28,1.43,N,0
10.4275,-85.30215,322.85,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,295.25,3,N,0
10.42805,-85.30566,339.69,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,295.58,3,N,0
10.43027,-85.29813,321.34,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,295.07,2.36,N,0
10.43411,-85.32259,346.68,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,297.09,4.25,N,0
10.42584,-85.31317,312.54,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,295.2,1.43,N,0
10.43687,-85.31857,334.24,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,296,1.99,N,0
10.43742,-85.32207,333.11,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,295.77,4.25,N,0
10.46652,-85.48588,335.88,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,295.22,4.66,N,0
10.24092,-85.42851,312.64,0.38,0.36,2022-03-07,0712,N,VIIRS,n,2,294.71,1.02,N,0
9.13796,-83.1777,337.83,0.33,0.55,2022-03-07,1818,N,VIIRS,n,2,295.67,1.9,D,0
9.02012,-83.19248,342.66,0.33,0.56,2022-03-07,1818,N,VIIRS,n,2,297.23,2.37,D,0
9.00613,-83.2122,328.84,0.34,0.56,2022-03-07,1818,N,VIIRS,l,2,299.32,1.36,D,0
8.91475,-83.16254,336.07,0.33,0.56,2022-03-07,1818,N,VIIRS,n,2,294.34,5.7,D,0
8.91525,-83.15981,367,0.33,0.56,2022-03-07,1818,N,VIIRS,h,2,296.56,5.7,D,0
8.91737,-83.16205,367,0.33,0.56,2022-03-07,1818,N,VIIRS,h,2,296.38,12.35,D,0
9.08736,-83.18066,367,0.33,0.55,2022-03-07,1818,N,VIIRS,h,2,296.9,5.81,D,0
8.66673,-83.48885,331.86,0.35,0.57,2022-03-07,1818,N,VIIRS,n,2,296.16,2.28,D,0
10.44312,-85.28819,340.58,0.44,0.62,2022-03-07,1818,N,VIIRS,n,2,297.89,4.43,D,0
10.39852,-85.43129,332.67,0.45,0.63,2022-03-07,1818,N,VIIRS,n,2,296.61,3.63,D,0
10.27592,-85.69433,332.77,0.47,0.64,2022-03-07,1818,N,VIIRS,n,2,298.74,7.9,D,0
10.2767,-85.6903,354.38,0.47,0.64,2022-03-07,1818,N,VIIRS,n,2,299.55,7.9,D,0
10.2702,-85.69244,354.67,0.47,0.64,2022-03-07,1818,N,VIIRS,n,2,300.02,7.9,D,0
10.27094,-85.68861,367,0.47,0.64,2022-03-07,1818,N,VIIRS,h,2,300.75,7.9,D,0
10.27335,-85.68742,334.78,0.47,0.64,2022-03-07,1818,N,VIIRS,n,2,297.97,17.66,D,0
10.27263,-85.69128,367,0.47,0.64,2022-03-07,1818,N,VIIRS,h,2,303.61,22.42,D,0
10.21185,-85.53198,333.67,0.46,0.63,2022-03-07,1818,N,VIIRS,n,2,297.76,4.4,D,0
10.21256,-85.52827,342.49,0.46,0.63,2022-03-07,1818,N,VIIRS,n,2,298.83,4.4,D,0
10.21246,-85.53243,330.16,0.46,0.63,2022-03-07,1818,N,VIIRS,n,2,297.59,4.81,D,0
9.01332,-83.41676,339.14,0.35,0.56,2022-03-07,1818,N,VIIRS,n,2,297.92,2.93,D,0
9.01526,-83.43571,367,0.35,0.56,2022-03-07,1818,N,VIIRS,h,2,299.95,18.02,D,0
10.21315,-85.52874,344.42,0.46,0.63,2022-03-07,1818,N,VIIRS,n,2,299.21,4.81,D,0
10.2139,-85.52464,337.73,0.46,0.63,2022-03-07,1818,N,VIIRS,n,2,297.81,6.37,D,0
10.04741,-84.78915,344.16,0.41,0.61,2022-03-07,1818,N,VIIRS,n,2,297.26,5.86,D,0
9.87151,-84.57861,342.71,0.4,0.6,2022-03-07,1818,N,VIIRS,n,2,296.93,4.88,D,0
9.18206,-83.40655,350.68,0.34,0.56,2022-03-07,1818,N,VIIRS,n,2,301.15,3.89,D,0
9.18178,-83.40631,351.52,0.34,0.56,2022-03-07,1818,N,VIIRS,n,2,301.48,3.79,D,0
9.05918,-83.10332,336.38,0.33,0.55,2022-03-07,1818,N,VIIRS,n,2,298.11,2.76,D,0
9.06427,-83.10413,328.89,0.33,0.55,2022-03-07,1818,N,VIIRS,n,2,295.37,1.78,D,0
10.39935,-85.42688,333.86,0.45,0.63,2022-03-07,1818,N,VIIRS,n,2,297.28,3.63,D,0
10.40093,-85.41847,340.37,0.45,0.63,2022-03-07,1818,N,VIIRS,n,2,297.45,6.3,D,0
10.3064,-85.72607,332.88,0.47,0.64,2022-03-07,1818,N,VIIRS,n,2,297.99,2.28,D,0
9.08673,-83.1842,348.7,0.33,0.55,2022-03-07,1818,N,VIIRS,n,2,298.34,5.81,D,0
9.02165,-83.19456,353.24,0.33,0.56,2022-03-07,1818,N,VIIRS,n,2,297.96,4.29,D,0
9.01959,-83.19551,336.12,0.33,0.56,2022-03-07,1818,N,VIIRS,n,2,297.56,1.61,D,0
10.4448,-85.28872,340.1,0.44,0.62,2022-03-07,1819,N,VIIRS,n,2,298.2,4.95,D,0
10.52782,-85.28767,352.59,0.43,0.62,2022-03-07,1819,N,VIIRS,n,2,297.58,4.35,D,0
10.53354,-85.28865,335.87,0.43,0.62,2022-03-07,1819,N,VIIRS,n,2,288.84,4.35,D,0
10.61148,-85.44503,356.29,0.44,0.63,2022-03-07,1819,N,VIIRS,n,2,298.35,7.85,D,0
10.70116,-85.63718,346.29,0.45,0.63,2022-03-07,1819,N,VIIRS,n,2,298.36,5.43,D,0
10.40779,-85.42805,308.77,0.38,0.43,2022-03-08,0653,N,VIIRS,n,2,294.4,1.21,N,0
10.82998,-85.52238,312.91,0.39,0.44,2022-03-08,0653,N,VIIRS,n,2,294.08,2.32,N,0
10.70612,-85.63924,304.06,0.4,0.44,2022-03-08,0653,N,VIIRS,n,2,293.14,0.79,N,0
10.7056,-85.63559,303.49,0.4,0.44,2022-03-08,0653,N,VIIRS,n,2,293.09,1.07,N,0
10.70206,-85.63994,303.95,0.4,0.44,2022-03-08,0653,N,VIIRS,n,2,293.03,0.79,N,0
10.70154,-85.6363,306.29,0.4,0.44,2022-03-08,0653,N,VIIRS,n,2,293.08,1,N,0
10.5801,-85.62416,313.25,0.4,0.44,2022-03-08,0653,N,VIIRS,n,2,292.72,1.58,N,0
10.50778,-85.55044,309.82,0.39,0.44,2022-03-08,0653,N,VIIRS,n,2,292.4,27.33,N,0
10.50422,-85.55461,340.43,0.39,0.44,2022-03-08,0653,N,VIIRS,n,2,297.49,27.33,N,0
10.50373,-85.55103,346.65,0.39,0.44,2022-03-08,0653,N,VIIRS,n,2,304.01,27.33,N,0
10.50742,-85.55117,322.75,0.39,0.44,2022-03-08,0653,N,VIIRS,n,2,293.16,23.82,N,0
10.5039,-85.55534,339.24,0.39,0.44,2022-03-08,0653,N,VIIRS,n,2,293.55,23.82,N,0
10.50338,-85.55177,340.41,0.39,0.44,2022-03-08,0653,N,VIIRS,n,2,305.11,23.82,N,0
10.51534,-85.6637,307.72,0.4,0.44,2022-03-08,0653,N,VIIRS,n,2,292.59,0.32,N,0
10.45474,-85.2995,315.7,0.56,0.43,2022-03-08,0653,N,VIIRS,n,2,295.13,2.63,N,0
10.45371,-85.32057,307.37,0.57,0.43,2022-03-08,0653,N,VIIRS,n,2,294.39,2.56,N,0
10.45047,-85.32635,310.46,0.57,0.43,2022-03-08,0653,N,VIIRS,n,2,294.99,2.11,N,0
10.44973,-85.32114,314.88,0.57,0.43,2022-03-08,0653,N,VIIRS,n,2,295.13,2.42,N,0
