latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
10.43505,-85.12192,328.53,0.5,0.41,2020-01-01,1843,N,VIIRS,l,2,299.25,1.61,D,0
10.45438,-85.23608,299.65,0.4,0.37,2020-01-02,0718,N,VIIRS,n,2,277.15,0.47,N,0
9.9629,-84.29732,328.57,0.6,0.53,2020-01-02,1824,N,VIIRS,n,2,291.97,3.39,D,0
10.41643,-85.50761,302.16,0.48,0.4,2020-01-03,0659,N,VIIRS,n,2,289.4,0.65,N,0
10.04524,-84.83905,308.33,0.44,0.38,2020-01-03,0659,N,VIIRS,n,2,285.93,1.05,N,0
10.41707,-85.51196,301.03,0.48,0.4,2020-01-03,0659,N,VIIRS,n,2,288.93,0.65,N,0
10.40465,-85.3279,336.4,0.52,0.5,2020-01-04,1927,N,VIIRS,n,2,299.77,3.78,D,0
10.40609,-85.32562,333.22,0.52,0.5,2020-01-04,1927,N,VIIRS,n,2,299,2.95,D,0
10.45612,-85.23447,309.58,0.63,0.72,2020-01-05,0621,N,VIIRS,n,2,292.67,1.63,N,0
10.45624,-85.23348,304.46,0.62,0.71,2020-01-05,0802,N,VIIRS,n,2,291.07,0.79,N,0
10.56202,-85.59327,341.99,0.41,0.37,2020-01-05,1908,N,VIIRS,n,2,300.02,4.05,D,0
10.56546,-85.59378,331.37,0.41,0.37,2020-01-05,1908,N,VIIRS,n,2,298.87,4.05,D,0
10.56474,-85.59377,346.66,0.41,0.37,2020-01-05,1908,N,VIIRS,n,2,298.9,7.74,D,0
9.78976,-84.28615,335.49,0.46,0.39,2020-01-05,1908,N,VIIRS,l,2,309.61,8.99,D,0
10.47164,-85.49883,334.42,0.42,0.37,2020-01-05,1908,N,VIIRS,n,2,302.09,2.53,D,0
10.47373,-85.49876,335.69,0.42,0.37,2020-01-05,1908,N,VIIRS,n,2,301.33,4.46,D,0
10.33387,-85.44211,327.3,0.44,0.38,2020-01-06,1849,N,VIIRS,n,2,297.25,2.01,D,0
9.81917,-83.35522,327.07,0.39,0.36,2020-01-06,1849,N,VIIRS,n,2,292.53,2.01,D,0
9.03488,-83.19709,328.15,0.39,0.36,2020-01-06,1849,N,VIIRS,n,2,299.94,2.55,D,0
10.41459,-85.20278,304.6,0.46,0.39,2020-01-07,0724,N,VIIRS,n,2,294.16,0.77,N,0
10.38031,-85.5146,329.97,0.45,0.39,2020-01-07,0724,N,VIIRS,n,2,293.32,14.95,N,0
10.37676,-85.51521,349.82,0.45,0.39,2020-01-07,0724,N,VIIRS,n,2,298.28,14.95,N,0
10.49642,-84.17387,339.1,0.45,0.47,2020-01-07,1830,N,VIIRS,n,2,298.08,4.13,D,0
10.01798,-85.24593,345.11,0.54,0.51,2020-01-07,1830,N,VIIRS,n,2,303.32,8.94,D,0
10.22122,-83.48501,330.35,0.41,0.45,2020-01-07,1830,N,VIIRS,n,2,297.42,3.85,D,0
9.98927,-84.75349,304.13,0.39,0.36,2020-01-08,0705,N,VIIRS,n,2,292.61,1.09,N,0
10.4224,-85.50906,327.94,0.41,0.37,2020-01-08,0705,N,VIIRS,n,2,292.57,2.2,N,0
10.6281,-85.48526,306.4,0.41,0.37,2020-01-08,0705,N,VIIRS,n,2,293.5,0.81,N,0
9.99262,-84.75296,319.49,0.39,0.36,2020-01-08,0705,N,VIIRS,n,2,293.23,1.09,N,0
9.14499,-83.32108,309.16,0.39,0.36,2020-01-08,0706,N,VIIRS,n,2,291.65,0.97,N,0
9.14111,-83.31811,308.19,0.39,0.36,2020-01-08,0706,N,VIIRS,n,2,291.63,0.6,N,0
10.021,-85.22544,329.38,0.69,0.75,2020-01-08,1952,N,VIIRS,n,2,293.04,5.99,D,0
10.0267,-85.22263,328.19,0.7,0.75,2020-01-08,1952,N,VIIRS,n,2,292.83,7.62,D,0
10.63352,-85.52924,332.41,0.68,0.74,2020-01-08,1952,N,VIIRS,n,2,287.61,8.38,D,0
10.63325,-85.52954,334.96,0.68,0.74,2020-01-08,1952,N,VIIRS,n,2,287.69,7.62,D,0
9.14266,-83.3178,306.87,0.52,0.41,2020-01-09,0647,N,VIIRS,n,2,291.5,1.24,N,0
9.1854,-83.45277,319.54,0.53,0.42,2020-01-09,0647,N,VIIRS,n,2,291.94,3.25,N,0
9.14402,-83.31481,306.19,0.52,0.41,2020-01-09,0647,N,VIIRS,n,2,291.74,0.71,N,0
10.89043,-84.92423,349.14,0.36,0.57,2020-01-09,1933,N,VIIRS,n,2,292.24,5.36,D,0
10.08018,-84.8199,367,0.36,0.57,2020-01-09,1933,N,VIIRS,h,2,306.56,7.32,D,0
10.40593,-85.31248,333.39,0.33,0.55,2020-01-09,1933,N,VIIRS,n,2,297.46,3.81,D,0
10.40555,-85.31553,331.26,0.33,0.55,2020-01-09,1933,N,VIIRS,n,2,299.25,2.89,D,0
10.41594,-85.28341,303.81,0.5,0.66,2020-01-10,0628,N,VIIRS,n,2,293.26,2.02,N,0
9.83085,-83.90533,299.92,0.39,0.6,2020-01-10,0628,N,VIIRS,n,2,286.21,0.47,N,2
10.38846,-85.50827,319.72,0.75,0.77,2020-01-10,0808,N,VIIRS,n,2,294.21,8.64,N,0
10.38443,-85.5078,349.76,0.75,0.77,2020-01-10,0808,N,VIIRS,n,2,295,11.76,N,0
10.38303,-85.50081,336.52,0.75,0.77,2020-01-10,0808,N,VIIRS,n,2,294.38,11.76,N,0
10.37995,-85.5028,329.42,0.75,0.77,2020-01-10,0808,N,VIIRS,n,2,293.67,6.28,N,0
10.3814,-85.50977,334.65,0.75,0.77,2020-01-10,0808,N,VIIRS,n,2,294.17,8.64,N,0
10.38702,-85.50129,318.38,0.75,0.77,2020-01-10,0808,N,VIIRS,n,2,293.97,6.28,N,0
9.72771,-84.57201,332.84,0.54,0.42,2020-01-10,1914,N,VIIRS,n,2,300.52,7.64,D,0
10.53935,-85.272,348.25,0.5,0.41,2020-01-10,1914,N,VIIRS,n,2,304.79,13.05,D,0
10.53999,-85.26743,343.83,0.5,0.41,2020-01-10,1914,N,VIIRS,n,2,304.82,8.57,D,0
10.47046,-84.15452,331.91,0.39,0.44,2020-01-10,1914,N,VIIRS,n,2,299.19,4.14,D,0
10.14523,-85.53765,332.44,0.48,0.4,2020-01-10,1914,N,VIIRS,n,2,303.61,3.22,D,0
9.83987,-85.07761,347.36,0.5,0.41,2020-01-10,1914,N,VIIRS,n,2,302.6,8.36,D,0
9.7285,-84.57028,333.67,0.54,0.42,2020-01-10,1914,N,VIIRS,n,2,300.29,6.83,D,0
9.16306,-83.32122,332.02,0.73,0.76,2020-01-11,0609,N,VIIRS,n,2,288.45,4.39,N,0
9.16608,-83.31895,314.27,0.73,0.76,2020-01-11,0609,N,VIIRS,n,2,287.83,3.56,N,0
9.1669,-83.32586,323.04,0.73,0.76,2020-01-11,0609,N,VIIRS,n,2,288.22,8.01,N,0
9.16393,-83.32816,299.63,0.73,0.76,2020-01-11,0609,N,VIIRS,n,2,288.16,4.39,N,0
9.17061,-83.32156,325.97,0.54,0.68,2020-01-11,0749,N,VIIRS,n,2,289.98,2.32,N,0
9.16652,-83.31591,300.95,0.54,0.68,2020-01-11,0749,N,VIIRS,n,2,290.03,3.02,N,0
9.1675,-83.32098,340.35,0.54,0.68,2020-01-11,0749,N,VIIRS,n,2,290.3,6.88,N,0
10.37383,-85.5625,310.8,0.36,0.58,2020-01-11,0749,N,VIIRS,n,2,293.62,0.68,N,0
9.16967,-83.31654,308.87,0.54,0.68,2020-01-11,0749,N,VIIRS,n,2,289.74,2.32,N,0
10.55386,-85.36265,343.37,0.39,0.36,2020-01-11,1855,N,VIIRS,n,2,305.96,4.09,D,0
10.02447,-84.22933,335.89,0.38,0.36,2020-01-11,1855,N,VIIRS,n,2,304.21,5.77,D,0
10.57355,-85.61161,335.63,0.4,0.37,2020-01-11,1855,N,VIIRS,n,2,304.68,1.46,D,0
10.55052,-85.36212,347.93,0.39,0.36,2020-01-11,1855,N,VIIRS,n,2,306.21,4.09,D,0
10.39407,-85.19511,342.98,0.39,0.36,2020-01-11,1855,N,VIIRS,n,2,306.11,5.94,D,0
10.55441,-85.35907,340.09,0.39,0.36,2020-01-11,1855,N,VIIRS,n,2,309.05,4.09,D,0
10.04393,-84.87801,331.58,0.39,0.36,2020-01-11,1855,N,VIIRS,l,2,302.55,1.55,D,0
8.9229,-83.11909,331.53,0.39,0.36,2020-01-11,1855,N,VIIRS,n,2,298.7,2.48,D,0
9.16009,-83.32191,336.03,0.39,0.36,2020-01-11,1855,N,VIIRS,n,2,303.62,3.29,D,0
9.93089,-84.2412,318.33,0.44,0.46,2020-01-12,0730,N,VIIRS,n,2,291.23,1.94,N,0
9.93511,-84.24035,301.97,0.44,0.46,2020-01-12,0730,N,VIIRS,n,2,291.35,0.54,N,0
9.16214,-83.31966,339.59,0.52,0.5,2020-01-12,0731,N,VIIRS,n,2,290.58,5.48,N,0
9.15758,-83.3205,302.2,0.52,0.5,2020-01-12,0731,N,VIIRS,n,2,289.63,0.88,N,0
10.68025,-85.50568,348.68,0.44,0.46,2020-01-12,1837,N,VIIRS,n,2,303.96,7.13,D,0
10.37348,-85.49973,340.9,0.44,0.46,2020-01-12,1837,N,VIIRS,n,2,297.97,4.74,D,0
10.37444,-85.50019,339.12,0.44,0.46,2020-01-12,1837,N,VIIRS,n,2,298.12,4.63,D,0
10.67738,-85.49691,331.75,0.43,0.46,2020-01-12,1837,N,VIIRS,l,2,304.69,2.9,D,0
9.15493,-83.31628,301.83,0.42,0.38,2020-01-13,0712,N,VIIRS,n,2,291.53,0.57,N,0
10.33234,-85.09682,307.72,0.38,0.36,2020-01-13,0712,N,VIIRS,n,2,295.59,1.06,N,0
9.93938,-84.22517,312.67,0.39,0.36,2020-01-13,0712,N,VIIRS,n,2,291.65,1.23,N,0
9.15839,-83.31569,334.14,0.42,0.38,2020-01-13,0712,N,VIIRS,n,2,293.04,4.22,N,0
10.33566,-85.0963,311.78,0.38,0.36,2020-01-13,0712,N,VIIRS,n,2,296.02,1.06,N,0
8.47433,-83.03355,329.13,0.34,0.56,2020-01-13,1817,N,VIIRS,n,2,294.75,2.1,D,0
10.58137,-85.59988,333.63,0.46,0.63,2020-01-13,1818,N,VIIRS,n,2,296.78,4.76,D,0
10.67583,-85.50386,327.8,0.45,0.63,2020-01-13,1818,N,VIIRS,l,2,302.66,2.82,D,0
10.67588,-85.50407,328.14,0.45,0.63,2020-01-13,1818,N,VIIRS,l,2,302.83,2.97,D,0
10.57861,-85.60345,355.72,0.46,0.63,2020-01-13,1818,N,VIIRS,n,2,297.99,9.9,D,0
10.58058,-85.60413,338.93,0.46,0.63,2020-01-13,1818,N,VIIRS,n,2,296.84,4.76,D,0
10.48877,-85.38955,339.72,0.38,0.44,2020-01-14,0653,N,VIIRS,n,2,295.13,22.41,N,0
10.42212,-85.29475,336.21,0.57,0.43,2020-01-14,0653,N,VIIRS,n,2,294.41,7.34,N,0
9.25958,-83.30504,323.58,0.44,0.38,2020-01-14,0653,N,VIIRS,n,2,294.91,2.51,N,0
10.48425,-85.38666,330.13,0.38,0.44,2020-01-14,0653,N,VIIRS,n,2,294.73,24.68,N,0
10.48476,-85.39017,339.3,0.38,0.44,2020-01-14,0653,N,VIIRS,n,2,294.78,22.41,N,0
10.48826,-85.38602,328.56,0.38,0.44,2020-01-14,0653,N,VIIRS,n,2,301.71,24.68,N,0
9.7526,-84.13424,328.71,0.78,0.78,2020-01-14,1759,N,VIIRS,n,2,288.61,6.98,D,0
10.67452,-85.51113,338.44,0.42,0.61,2020-01-14,1939,N,VIIRS,n,2,300.61,4.09,D,0
9.83526,-84.66603,331.33,0.46,0.64,2020-01-14,1939,N,VIIRS,n,2,301.77,3.9,D,0
9.83841,-84.66737,334.74,0.46,0.64,2020-01-14,1939,N,VIIRS,n,2,303.15,4.03,D,0
10.67134,-85.51147,330.72,0.42,0.61,2020-01-14,1939,N,VIIRS,n,2,297.96,2.11,D,0
10.0798,-84.81078,328.25,0.36,0.57,2020-01-15,0634,N,VIIRS,n,2,294.31,2.29,N,0
10.44137,-85.35401,315.03,0.39,0.6,2020-01-15,0634,N,VIIRS,n,2,294.32,1.54,N,0
9.95751,-85.19492,302.52,0.38,0.59,2020-01-15,0634,N,VIIRS,n,2,291.53,0.45,N,0
10.07936,-84.80742,315.71,0.36,0.57,2020-01-15,0634,N,VIIRS,n,2,293.5,2.29,N,0
10.05555,-84.87124,342.6,0.43,0.46,2020-01-15,1920,N,VIIRS,n,2,303.13,6.36,D,0
10.43252,-85.47798,357.87,0.4,0.44,2020-01-15,1920,N,VIIRS,n,2,301.52,7.32,D,0
10.43661,-85.47853,345.52,0.4,0.44,2020-01-15,1920,N,VIIRS,n,2,304.31,16.57,D,0
9.98262,-84.74348,342.56,0.44,0.46,2020-01-15,1920,N,VIIRS,n,2,302.5,12.18,D,0
9.98207,-84.74751,340.46,0.44,0.46,2020-01-15,1920,N,VIIRS,n,2,297.83,6.41,D,0
10.45732,-85.20311,340.44,0.42,0.45,2020-01-15,1920,N,VIIRS,n,2,298.14,3.14,D,0
10.39893,-85.15106,307.28,0.49,0.65,2020-01-16,0755,N,VIIRS,n,2,291.88,0.88,N,0
9.15924,-83.32332,314.17,0.68,0.74,2020-01-16,0756,N,VIIRS,n,2,289.39,2.61,N,0
9.15807,-83.32325,313.59,0.68,0.74,2020-01-16,0756,N,VIIRS,n,2,289.22,2.5,N,0
9.06641,-83.37695,336.07,0.42,0.38,2020-01-16,1901,N,VIIRS,n,2,299.07,7.72,D,0
9.18233,-83.27126,332.9,0.43,0.38,2020-01-16,1901,N,VIIRS,n,2,298.36,4.34,D,0
10.47043,-84.61893,333.77,0.4,0.37,2020-01-16,1902,N,VIIRS,n,2,295.73,6.61,D,0
10.46871,-84.15291,332.89,0.41,0.37,2020-01-16,1902,N,VIIRS,n,2,295.98,2.85,D,0
10.50732,-85.71757,334.93,0.38,0.36,2020-01-16,1902,N,VIIRS,n,2,304.16,1.83,D,0
10.49265,-85.22601,348.71,0.39,0.36,2020-01-16,1902,N,VIIRS,n,2,307.02,6.81,D,0
10.46926,-84.14916,334.56,0.41,0.37,2020-01-16,1902,N,VIIRS,n,2,295.89,5.06,D,0
10.4425,-85.17025,338.65,0.47,0.48,2020-01-17,0737,N,VIIRS,n,2,294.32,6.68,N,0
10.33849,-85.0135,305.52,0.48,0.48,2020-01-17,0737,N,VIIRS,n,2,293.31,1.87,N,0
9.4312,-83.61533,312.84,0.62,0.54,2020-01-17,0737,N,VIIRS,n,2,288.3,2.55,N,0
10.44689,-85.16947,340.4,0.47,0.48,2020-01-17,0737,N,VIIRS,n,2,295.89,12.85,N,0
10.44765,-85.17377,340.47,0.47,0.48,2020-01-17,0737,N,VIIRS,n,2,294.83,16.28,N,0
10.41521,-85.30618,345.2,0.52,0.41,2020-01-17,1843,N,VIIRS,n,2,297.51,10.85,D,0
10.41131,-85.14287,346.8,0.51,0.41,2020-01-17,1843,N,VIIRS,n,2,297.58,9.93,D,0
9.14891,-83.31863,333.4,0.49,0.41,2020-01-18,0718,N,VIIRS,n,2,292.74,12.15,N,0
10.46337,-85.48006,306.73,0.4,0.37,2020-01-18,0718,N,VIIRS,n,2,293.98,3.47,N,0
10.41475,-85.26429,319.1,0.4,0.37,2020-01-18,0718,N,VIIRS,n,2,293.04,4.21,N,0
9.14817,-83.31413,305.89,0.49,0.41,2020-01-18,0718,N,VIIRS,n,2,291.4,4.09,N,0
10.49195,-85.19312,307.43,0.46,0.39,2020-01-19,0659,N,VIIRS,n,2,292.35,0.97,N,0
10.38783,-85.44765,318.83,0.47,0.4,2020-01-19,0659,N,VIIRS,n,2,294.28,2.37,N,0
9.96828,-84.15749,301.25,0.42,0.37,2020-01-19,0659,N,VIIRS,n,2,290.81,0.73,N,2
9.13415,-83.30952,334.93,0.39,0.36,2020-01-19,0659,N,VIIRS,n,2,291.73,8.98,N,0
10.40871,-85.20833,341.59,0.46,0.39,2020-01-19,0659,N,VIIRS,n,2,292.38,5.06,N,0
10.41233,-85.20779,332.74,0.46,0.39,2020-01-19,0659,N,VIIRS,n,2,292.76,5.06,N,0
10.4877,-85.18944,311,0.46,0.39,2020-01-19,0659,N,VIIRS,n,2,293.42,2.72,N,0
10.49133,-85.1889,305.29,0.46,0.39,2020-01-19,0659,N,VIIRS,n,2,293.08,1.82,N,0
10.44405,-85.47972,341.82,0.59,0.7,2020-01-21,0802,N,VIIRS,n,2,288.42,12.38,N,0
10.44444,-85.48486,367,0.59,0.7,2020-01-21,0802,N,VIIRS,h,2,289.34,15.33,N,0
10.44511,-85.48518,367,0.59,0.7,2020-01-21,0802,N,VIIRS,h,2,289.06,18.52,N,0
10.44335,-85.47942,344.99,0.59,0.7,2020-01-21,0802,N,VIIRS,n,2,288.55,15.33,N,0
10.43867,-85.48654,303.26,0.59,0.7,2020-01-21,0802,N,VIIRS,n,2,288.65,1.88,N,0
9.2023,-83.27921,328.76,0.39,0.36,2020-01-22,1849,N,VIIRS,n,2,294.9,2.67,D,0
9.98719,-84.14637,332.27,0.4,0.37,2020-01-22,1849,N,VIIRS,n,2,295.09,3.42,D,0
10.61321,-85.50672,333,0.56,0.51,2020-01-23,1830,N,VIIRS,n,2,298.54,3.07,D,0
9.88395,-84.47185,341.89,0.49,0.48,2020-01-23,1830,N,VIIRS,n,2,298.32,9.15,D,0
10.48181,-85.4446,333.64,0.55,0.51,2020-01-23,1830,N,VIIRS,n,2,298.2,3.44,D,0
10.3618,-85.12232,329.27,0.53,0.5,2020-01-23,1830,N,VIIRS,n,2,298.16,1.48,D,0
9.89187,-84.48182,311.45,0.39,0.36,2020-01-24,0705,N,VIIRS,n,2,289.83,1.33,N,0
10.50501,-85.16406,320.96,0.4,0.37,2020-01-24,0705,N,VIIRS,n,2,292.08,1.96,N,0
10.49479,-85.21088,306.05,0.4,0.37,2020-01-24,0705,N,VIIRS,n,2,291.17,0.51,N,0
10.50841,-85.16353,302.55,0.4,0.37,2020-01-24,0705,N,VIIRS,n,2,291.64,0.46,N,0
10.91943,-84.60692,335.33,0.5,0.66,2020-01-24,1811,N,VIIRS,n,2,289.72,5.23,D,0
10.5021,-85.16743,346.85,0.55,0.68,2020-01-24,1811,N,VIIRS,n,2,296.44,7.74,D,0
10.06994,-84.83186,337.34,0.53,0.67,2020-01-24,1811,N,VIIRS,n,2,295.15,4.62,D,0
10.4256,-85.19344,337.08,0.7,0.75,2020-01-24,1952,N,VIIRS,n,2,294.55,4.94,D,0
10.43827,-85.49688,341.23,0.67,0.74,2020-01-24,1952,N,VIIRS,n,2,295.52,11.15,D,0
10.43754,-85.5032,333.8,0.67,0.74,2020-01-24,1952,N,VIIRS,n,2,293.71,4.94,D,0
10.42335,-85.19317,339.05,0.7,0.75,2020-01-24,1952,N,VIIRS,n,2,294.26,7.35,D,0
9.89022,-84.46964,306.8,0.42,0.45,2020-01-25,0646,N,VIIRS,n,2,291.36,1.42,N,0
10.50525,-85.17762,344.81,0.34,0.56,2020-01-25,1933,N,VIIRS,n,2,297.05,9.91,D,0
10.69691,-85.46203,348.17,0.33,0.55,2020-01-25,1933,N,VIIRS,n,2,296.27,4.21,D,0
10.69964,-85.46196,345.72,0.33,0.55,2020-01-25,1933,N,VIIRS,n,2,297.37,4.04,D,0
9.89931,-84.46322,367,0.37,0.58,2020-01-25,1933,N,VIIRS,h,2,298.38,9.83,D,0
9.89884,-84.46694,334.2,0.37,0.58,2020-01-25,1933,N,VIIRS,n,2,297.79,5.82,D,0
10.4393,-85.48578,367,0.32,0.55,2020-01-25,1933,N,VIIRS,h,2,305.54,3.55,D,0
10.49199,-85.07508,333.23,0.34,0.56,2020-01-25,1933,N,VIIRS,n,2,296.6,4.6,D,0
10.44477,-85.48344,334.64,0.32,0.55,2020-01-25,1933,N,VIIRS,n,2,300.11,3.55,D,0
10.44438,-85.48642,336.71,0.32,0.55,2020-01-25,1933,N,VIIRS,n,2,299.6,3.55,D,0
10.50565,-85.17455,367,0.34,0.56,2020-01-25,1933,N,VIIRS,h,2,302.45,9.91,D,0
10.50605,-85.17144,332.87,0.34,0.56,2020-01-25,1933,N,VIIRS,n,2,299.36,10.42,D,0
10.97366,-85.57919,308.58,0.53,0.67,2020-01-26,0627,N,VIIRS,n,2,292.33,2.8,N,0
10.49538,-85.07635,325.43,0.48,0.65,2020-01-26,0627,N,VIIRS,n,2,290.66,2.3,N,0
10.24534,-85.73892,307.05,0.53,0.67,2020-01-26,0627,N,VIIRS,n,2,291.64,0.73,N,0
10.24479,-85.73431,303.92,0.53,0.67,2020-01-26,0627,N,VIIRS,n,2,291.74,0.73,N,0
10.973,-85.57391,328.99,0.53,0.67,2020-01-26,0627,N,VIIRS,n,2,292.19,2.8,N,0
10.97655,-85.57804,319.24,0.53,0.67,2020-01-26,0627,N,VIIRS,n,2,292.28,6.33,N,0
10.97593,-85.57275,340.96,0.53,0.67,2020-01-26,0627,N,VIIRS,n,2,293.42,7.06,N,0
10.24724,-85.73535,312.08,0.53,0.67,2020-01-26,0628,N,VIIRS,n,2,291.51,1.62,N,0
9.89607,-84.46201,303.01,0.43,0.62,2020-01-26,0628,N,VIIRS,n,2,289.84,0.85,N,0
9.90185,-84.46142,305.6,0.43,0.62,2020-01-26,0628,N,VIIRS,n,2,289.75,0.85,N,0
10.24782,-85.73997,309,0.53,0.67,2020-01-26,0628,N,VIIRS,n,2,291.82,1.44,N,0
10.97153,-85.56705,300.58,0.73,0.76,2020-01-26,0808,N,VIIRS,n,2,290.45,3.54,N,0
10.97288,-85.57355,319.86,0.72,0.76,2020-01-26,0808,N,VIIRS,n,2,291.18,4.08,N,0
10.9798,-85.57188,320.99,0.72,0.76,2020-01-26,0808,N,VIIRS,n,2,291.52,4.08,N,0
10.38926,-85.29684,308.12,0.77,0.78,2020-01-26,0808,N,VIIRS,n,2,289.84,1.48,N,0
9.97879,-84.73765,337.54,0.53,0.42,2020-01-26,1914,N,VIIRS,n,2,305.64,4.49,D,0
10.9671,-85.57196,342.77,0.49,0.4,2020-01-26,1914,N,VIIRS,n,2,301.8,10.82,D,0
10.09366,-84.77215,338,0.53,0.42,2020-01-26,1914,N,VIIRS,n,2,304.82,12.42,D,0
8.99131,-83.23222,338.07,0.39,0.36,2020-01-27,1855,N,VIIRS,n,2,302.07,8.66,D,0
9.89436,-84.50796,335.2,0.38,0.36,2020-01-27,1855,N,VIIRS,n,2,299.55,5.97,D,0
10.54669,-83.88725,336.97,0.52,0.42,2020-01-28,1836,N,VIIRS,n,2,294.93,11.94,D,0
10.54492,-83.88403,332.76,0.53,0.42,2020-01-28,1836,N,VIIRS,n,2,295.71,6.4,D,0
10.54875,-83.88469,335.38,0.53,0.42,2020-01-28,1836,N,VIIRS,n,2,293.56,6.4,D,0
9.07736,-83.24019,333.52,0.51,0.41,2020-01-28,1836,N,VIIRS,n,2,295.37,3.22,D,0
8.99357,-83.23376,333.21,0.51,0.41,2020-01-28,1836,N,VIIRS,n,2,296.7,6.77,D,0
10.19647,-84.23147,299.29,0.39,0.36,2020-01-29,0711,N,VIIRS,n,2,283.37,1.5,N,1
9.96749,-84.15648,296.61,0.39,0.36,2020-01-29,0712,N,VIIRS,n,2,282.36,0.32,N,0
9.96844,-84.15458,300.22,0.49,0.4,2020-01-30,0653,N,VIIRS,n,2,288.51,0.54,N,2
10.70061,-85.46714,338.24,0.42,0.61,2020-01-30,1939,N,VIIRS,n,2,297.95,2.62,D,0
10.69494,-85.46641,335.43,0.42,0.61,2020-01-30,1939,N,VIIRS,n,2,299.13,2.62,D,0
10.69541,-85.46261,330.98,0.42,0.61,2020-01-30,1939,N,VIIRS,n,2,299.17,6.93,D,0
10.53935,-85.34752,330.05,0.42,0.61,2020-01-30,1939,N,VIIRS,n,2,299.39,2.81,D,0
10.54319,-85.35113,337.81,0.42,0.61,2020-01-30,1939,N,VIIRS,n,2,299.78,3.63,D,0
10.41305,-85.30974,333.68,0.42,0.61,2020-01-30,1939,N,VIIRS,n,2,296.48,3.49,D,0
10.41979,-85.13129,321.97,0.38,0.59,2020-01-31,0634,N,VIIRS,n,2,294.79,5.77,N,0
10.42025,-85.13485,367,0.38,0.59,2020-01-31,0634,N,VIIRS,h,2,298.15,5.77,N,0
10.41481,-85.13567,367,0.38,0.59,2020-01-31,0634,N,VIIRS,h,2,300.52,17.66,N,0
10.42786,-85.32368,321.96,0.39,0.59,2020-01-31,0634,N,VIIRS,n,2,295.27,2.19,N,0
10.41435,-85.13208,329.13,0.38,0.59,2020-01-31,0634,N,VIIRS,n,2,294.75,17.66,N,0
10.5257,-84.26072,342.05,0.48,0.48,2020-01-31,1920,N,VIIRS,n,2,301.29,6.82,D,0
10.57095,-83.89419,340.51,0.51,0.49,2020-01-31,1920,N,VIIRS,n,2,294.59,3.97,D,0
10.52848,-84.25941,347.87,0.48,0.48,2020-01-31,1920,N,VIIRS,n,2,301.94,18.96,D,0
10.51467,-85.1833,332.31,0.42,0.45,2020-01-31,1920,N,VIIRS,n,2,304.72,2.54,D,0
10.53668,-85.24117,334.99,0.42,0.45,2020-01-31,1920,N,VIIRS,l,2,305.05,3.74,D,0
10.56009,-85.34863,339.02,0.41,0.45,2020-01-31,1920,N,VIIRS,n,2,305.96,1.75,D,0
9.18339,-83.18753,332.47,0.54,0.51,2020-01-31,1920,N,VIIRS,n,2,296.06,4.39,D,0
9.86482,-83.67102,332.2,0.51,0.5,2020-01-31,1920,N,VIIRS,n,2,299.38,4.05,D,0
9.8502,-84.66026,345.15,0.44,0.46,2020-01-31,1920,N,VIIRS,n,2,300.41,5.95,D,0
9.99976,-84.7374,331.85,0.44,0.46,2020-01-31,1920,N,VIIRS,l,2,306.32,3.11,D,0
10.00403,-84.738,347.66,0.44,0.46,2020-01-31,1920,N,VIIRS,n,2,305.76,6.48,D,0
10.41068,-84.28342,346.43,0.48,0.48,2020-01-31,1920,N,VIIRS,n,2,301.85,6.29,D,0
10.40977,-84.28242,344.65,0.48,0.48,2020-01-31,1920,N,VIIRS,n,2,302.69,8,D,0
10.57151,-83.89169,347.85,0.51,0.49,2020-01-31,1920,N,VIIRS,n,2,295.52,6.33,D,0
10.53015,-84.26129,333.29,0.48,0.48,2020-01-31,1920,N,VIIRS,n,2,299.83,6.82,D,0
9.86915,-84.67121,332.43,0.39,0.36,2020-02-01,1901,N,VIIRS,n,2,301.7,3.44,D,0
10.28551,-85.34685,338.66,0.39,0.36,2020-02-01,1902,N,VIIRS,n,2,302.47,3.41,D,0
10.48642,-85.22601,345.81,0.39,0.36,2020-02-01,1902,N,VIIRS,n,2,303.47,3.64,D,0
10.45928,-85.76564,332.99,0.38,0.36,2020-02-01,1902,N,VIIRS,n,2,300.79,2.8,D,0
10.53788,-85.2417,335.34,0.39,0.36,2020-02-01,1902,N,VIIRS,n,2,303.75,2.15,D,0
10.48975,-85.22652,337.4,0.39,0.36,2020-02-01,1902,N,VIIRS,n,2,303.37,3.64,D,0
10.28218,-85.34634,342.25,0.39,0.36,2020-02-01,1902,N,VIIRS,n,2,304.52,10.11,D,0
10.43092,-85.47942,310.74,0.45,0.47,2020-02-02,0737,N,VIIRS,n,2,290.95,2.26,N,0
10.43164,-85.48352,330.69,0.45,0.47,2020-02-02,0737,N,VIIRS,n,2,291.71,2.26,N,0
10.40535,-85.53477,310.72,0.45,0.47,2020-02-02,0737,N,VIIRS,n,2,292.04,1.66,N,0
10.30674,-85.07976,307.73,0.48,0.48,2020-02-02,0737,N,VIIRS,n,2,293.06,1.38,N,0
10.37796,-85.49174,304.09,0.45,0.47,2020-02-02,0737,N,VIIRS,n,2,291.5,0.91,N,0
10.40462,-85.53069,316.13,0.45,0.47,2020-02-02,0737,N,VIIRS,n,2,291.77,1.12,N,0
